timestamp(ms),var,
"1718468390.69","1920",
"1718468390.691","1472",
"1718468390.692","992",
"1718468390.693","992",
"1718468390.694","666",
"1718468390.695","666",
"1718468390.696","643",
"1718468390.697","643",
"1718468390.698","719",
"1718468390.699","1087",
"1718468390.701","1551",
"1718468390.703","2047",
"1718468390.704","2047",
"1718468390.705","2602",
"1718468390.706","2602",
"1718468390.707","2960",
"1718468390.708","2960",
"1718468390.709","3298",
"1718468390.71","3298",
"1718468390.711","3332",
"1718468390.712","3332",
"1718468390.713","3094",
"1718468390.714","3094",
"1718468390.715","2804",
"1718468390.716","2804",
"1718468390.717","2304",
"1718468390.718","2304",
"1718468390.719","1710",
"1718468390.72","1232",
"1718468390.721","1232",
"1718468390.722","896",
"1718468390.723","896",
"1718468390.724","679",
"1718468390.725","679",
"1718468390.726","641",
"1718468390.727","641",
"1718468390.728","823",
"1718468390.729","1207",
"1718468390.73","1207",
"1718468390.731","1703",
"1718468390.732","1703",
"1718468390.733","2246",
"1718468390.734","2246",
"1718468390.735","2753",
"1718468390.736","2753",
"1718468390.737","3133",
"1718468390.738","3133",
"1718468390.739","3323",
"1718468390.74","3323",
"1718468390.741","3286",
"1718468390.742","3286",
"1718468390.743","3043",
"1718468390.744","3043",
"1718468390.746","2640",
"1718468390.747","2116",
"1718468390.748","1552",
"1718468390.749","1552",
"1718468390.75","1068",
"1718468390.751","1068",
"1718468390.753","720",
"1718468390.754","653",
"1718468390.755","653",
"1718468390.756","725",
"1718468390.757","947",
"1718468390.758","947",
"1718468390.759","1392",
"1718468390.76","1392",
"1718468390.761","1951",
"1718468390.762","1951",
"1718468390.763","2491",
"1718468390.764","2491",
"1718468390.765","2883",
"1718468390.766","2883",
"1718468390.767","3179",
"1718468390.768","3179",
"1718468390.769","3376",
"1718468390.77","3376",
"1718468390.771","3203",
"1718468390.772","2829",
"1718468390.773","2829",
"1718468390.774","2428",
"1718468390.776","1925",
"1718468390.777","1925",
"1718468390.778","1364",
"1718468390.779","1364",
"1718468390.78","907",
"1718468390.781","907",
"1718468390.782","659",
"1718468390.783","659",
"1718468390.784","623",
"1718468390.785","770",
"1718468390.786","770",
"1718468390.787","1147",
"1718468390.788","1147",
"1718468390.789","1633",
"1718468390.79","1633",
"1718468390.791","2173",
"1718468390.793","2671",
"1718468390.794","2671",
"1718468390.795","3058",
"1718468390.796","3058",
"1718468390.797","3280",
"1718468390.798","3280",
"1718468390.799","3280",
"1718468390.8","3056",
"1718468390.801","3056",
"1718468390.802","2728",
"1718468390.803","2728",
"1718468390.804","2259",
"1718468390.805","2259",
"1718468390.806","1703",
"1718468390.807","1703",
"1718468390.808","1162",
"1718468390.809","1162",
"1718468390.81","811",
"1718468390.811","811",
"1718468390.812","656",
"1718468390.813","691",
"1718468390.814","691",
"1718468390.815","880",
"1718468390.816","880",
"1718468390.817","1259",
"1718468390.818","1259",
"1718468390.819","1823",
"1718468390.82","1823",
"1718468390.821","2358",
"1718468390.822","2358",
"1718468390.823","2767",
"1718468390.824","2767",
"1718468390.825","3152",
"1718468390.826","3376",
"1718468390.827","3376",
"1718468390.828","3220",
"1718468390.829","3220",
"1718468390.83","2952",
"1718468390.831","2952",
"1718468390.832","2576",
"1718468390.833","2576",
"1718468390.834","2030",
"1718468390.836","1008",
"1718468390.837","1008",
"1718468390.838","752",
"1718468390.839","752",
"1718468390.84","649",
"1718468390.841","703",
"1718468390.842","703",
"1718468390.843","1007",
"1718468390.844","1007",
"1718468390.845","1491",
"1718468390.846","1491",
"1718468390.847","2023",
"1718468390.848","2023",
"1718468390.849","2495",
"1718468390.85","2495",
"1718468390.851","2943",
"1718468390.852","2943",
"1718468390.853","3270",
"1718468390.854","3270",
"1718468390.855","3329",
"1718468390.856","3329",
"1718468390.857","3138",
"1718468390.858","2858",
"1718468390.859","2858",
"1718468390.86","2338",
"1718468390.861","2338",
"1718468390.862","1809",
"1718468390.863","1809",
"1718468390.864","1330",
"1718468390.865","1330",
"1718468390.866","875",
"1718468390.867","875",
"1718468390.868","688",
"1718468390.869","593",
"1718468390.87","593",
"1718468390.871","867",
"1718468390.872","867",
"1718468390.873","1141",
"1718468390.874","1141",
"1718468390.875","1707",
"1718468390.876","1707",
"1718468390.877","2217",
"1718468390.878","2217",
"1718468390.879","2655",
"1718468390.88","2655",
"1718468390.881","3115",
"1718468390.882","3115",
"1718468390.883","3344",
"1718468390.884","3293",
"1718468390.885","3293",
"1718468390.886","3025",
"1718468390.887","3025",
"1718468390.888","2637",
"1718468390.889","2637",
"1718468390.89","2160",
"1718468390.891","2160",
"1718468390.892","1664",
"1718468390.893","1664",
"1718468390.894","1154",
"1718468390.896","758",
"1718468390.897","758",
"1718468390.898","587",
"1718468390.899","685",
"1718468390.9","685",
"1718468390.901","957",
"1718468390.902","957",
"1718468390.903","1363",
"1718468390.904","1363",
"1718468390.905","1835",
"1718468390.906","1835",
"1718468390.907","2401",
"1718468390.908","2401",
"1718468390.909","2914",
"1718468390.91","2914",
"1718468390.911","3165",
"1718468390.912","3296",
"1718468390.913","3296",
"1718468390.914","3264",
"1718468390.915","3264",
"1718468390.916","2896",
"1718468390.917","2896",
"1718468390.918","2515",
"1718468390.919","2515",
"1718468390.92","1940",
"1718468390.921","1940",
"1718468390.923","1445",
"1718468390.924","992",
"1718468390.925","992",
"1718468390.926","667",
"1718468390.928","669",
"1718468390.929","719",
"1718468390.931","719",
"1718468390.936","1057",
"1718468390.937","2045",
"1718468390.938","2555",
"1718468390.939","3023",
"1718468390.94","3279",
"1718468390.941","3279",
"1718468390.942","3266",
"1718468390.944","3266",
"1718468390.945","3152",
"1718468390.946","3152",
"1718468390.947","2816",
"1718468390.948","2278",
"1718468390.949","2278",
"1718468390.951","1718",
"1718468390.952","1225",
"1718468390.953","1225",
"1718468390.955","880",
"1718468390.956","670",
"1718468390.957","670",
"1718468390.958","683",
"1718468390.959","863",
"1718468390.96","863",
"1718468390.962","1238",
"1718468390.963","1713",
"1718468390.964","1713",
"1718468390.965","2247",
"1718468390.966","2715",
"1718468390.967","2715",
"1718468390.968","3131",
"1718468390.969","3131",
"1718468390.97","3354",
"1718468390.971","3354",
"1718468390.973","3296",
"1718468390.974","3296",
"1718468390.975","3006",
"1718468390.977","2576",
"1718468390.978","2576",
"1718468390.979","2130",
"1718468390.98","2130",
"1718468390.981","1542",
"1718468390.982","1542",
"1718468390.983","1065",
"1718468390.984","795",
"1718468390.985","639",
"1718468390.987","639",
"1718468390.988","657",
"1718468390.99","1007",
"1718468390.992","1394",
"1718468390.993","1394",
"1718468390.994","1927",
"1718468390.995","1927",
"1718468390.996","2507",
"1718468390.997","2871",
"1718468390.998","3200",
"1718468391","3200",
"1718468391.001","3377",
"1718468391.002","3377",
"1718468391.003","3213",
"1718468391.004","2837",
"1718468391.029","2837",
"1718468391.03","2163",
"1718468391.031","3303",
"1718468391.032","3349",
"1718468391.033","3092",
"1718468391.034","2676",
"1718468391.035","2676",
"1718468391.036","2227",
"1718468391.037","2227",
"1718468391.038","1719",
"1718468391.039","1719",
"1718468391.04","1176",
"1718468391.041","1176",
"1718468391.042","830",
"1718468391.043","624",
"1718468391.044","624",
"1718468391.046","642",
"1718468391.047","922",
"1718468391.048","922",
"1718468391.049","1255",
"1718468391.05","1839",
"1718468391.051","1839",
"1718468391.052","2291",
"1718468391.053","2291",
"1718468391.054","2834",
"1718468391.055","2834",
"1718468391.056","3168",
"1718468391.057","3168",
"1718468391.058","3303",
"1718468391.059","3303",
"1718468391.06","3294",
"1718468391.061","3294",
"1718468391.062","2928",
"1718468391.063","2928",
"1718468391.064","2582",
"1718468391.065","2582",
"1718468391.066","1984",
"1718468391.067","1984",
"1718468391.068","1520",
"1718468391.069","1520",
"1718468391.07","1036",
"1718468391.071","694",
"1718468391.072","694",
"1718468391.073","666",
"1718468391.074","666",
"1718468391.075","1037",
"1718468391.076","1037",
"1718468391.077","1515",
"1718468391.078","1515",
"1718468391.079","1967",
"1718468391.08","1967",
"1718468391.081","2503",
"1718468391.082","2503",
"1718468391.083","2978",
"1718468391.084","3211",
"1718468391.085","3211",
"1718468391.086","3341",
"1718468391.087","3341",
"1718468391.088","3197",
"1718468391.089","3197",
"1718468391.091","2769",
"1718468391.092","2368",
"1718468391.094","1814",
"1718468391.095","1814",
"1718468391.096","1291",
"1718468391.097","1291",
"1718468391.098","922",
"1718468391.099","922",
"1718468391.1","651",
"1718468391.101","597",
"1718468391.102","597",
"1718468391.103","816",
"1718468391.104","816",
"1718468391.105","1203",
"1718468391.107","1637",
"1718468391.108","1637",
"1718468391.109","2191",
"1718468391.11","2191",
"1718468391.111","2737",
"1718468391.112","3051",
"1718468391.113","3051",
"1718468391.114","3315",
"1718468391.115","3315",
"1718468391.116","3308",
"1718468391.117","3308",
"1718468391.118","3013",
"1718468391.119","3013",
"1718468391.12","2688",
"1718468391.121","2688",
"1718468391.123","2140",
"1718468391.124","1600",
"1718468391.126","1174",
"1718468391.127","1174",
"1718468391.128","752",
"1718468391.129","598",
"1718468391.13","598",
"1718468391.131","707",
"1718468391.132","707",
"1718468391.133","912",
"1718468391.134","912",
"1718468391.135","1325",
"1718468391.136","1325",
"1718468391.137","1899",
"1718468391.138","2403",
"1718468391.139","2403",
"1718468391.141","2826",
"1718468391.142","3185",
"1718468391.143","3185",
"1718468391.144","3381",
"1718468391.145","3381",
"1718468391.146","3231",
"1718468391.147","3231",
"1718468391.148","2875",
"1718468391.149","2875",
"1718468391.15","2455",
"1718468391.151","2455",
"1718468391.152","1993",
"1718468391.153","1993",
"1718468391.154","1456",
"1718468391.155","1456",
"1718468391.156","960",
"1718468391.157","960",
"1718468391.158","672",
"1718468391.159","610",
"1718468391.16","610",
"1718468391.161","784",
"1718468391.163","1092",
"1718468391.164","1092",
"1718468391.165","1491",
"1718468391.166","2064",
"1718468391.167","2064",
"1718468391.168","2607",
"1718468391.169","2607",
"1718468391.17","3031",
"1718468391.171","3031",
"1718468391.172","3249",
"1718468391.174","3271",
"1718468391.175","3271",
"1718468391.176","3168",
"1718468391.177","3168",
"1718468391.178","2798",
"1718468391.179","2798",
"1718468391.18","2288",
"1718468391.181","2288",
"1718468391.182","1714",
"1718468391.183","1714",
"1718468391.184","1296",
"1718468391.185","870",
"1718468391.186","870",
"1718468391.187","597",
"1718468391.188","597",
"1718468391.189","683",
"1718468391.191","835",
"1718468391.192","1203",
"1718468391.193","1203",
"1718468391.194","1767",
"1718468391.196","2245",
"1718468391.197","2245",
"1718468391.198","2759",
"1718468391.199","2759",
"1718468391.2","3124",
"1718468391.201","3124",
"1718468391.202","3296",
"1718468391.203","3296",
"1718468391.204","3298",
"1718468391.205","3298",
"1718468391.206","2976",
"1718468391.207","2976",
"1718468391.208","2640",
"1718468391.21","2068",
"1718468391.211","2068",
"1718468391.213","1061",
"1718468391.214","1061",
"1718468391.215","774",
"1718468391.216","774",
"1718468391.217","631",
"1718468391.218","631",
"1718468391.219","656",
"1718468391.22","656",
"1718468391.221","1007",
"1718468391.222","1007",
"1718468391.223","1403",
"1718468391.225","1907",
"1718468391.226","2475",
"1718468391.227","2475",
"1718468391.228","2951",
"1718468391.229","2951",
"1718468391.23","3188",
"1718468391.231","3188",
"1718468391.232","3302",
"1718468391.233","3302",
"1718468391.234","3234",
"1718468391.235","3234",
"1718468391.236","2860",
"1718468391.237","2860",
"1718468391.238","2416",
"1718468391.239","2416",
"1718468391.241","1920",
"1718468391.242","1320",
"1718468391.243","962",
"1718468391.244","962",
"1718468391.245","677",
"1718468391.246","677",
"1718468391.247","619",
"1718468391.248","619",
"1718468391.249","801",
"1718468391.25","1089",
"1718468391.251","1089",
"1718468391.252","1658",
"1718468391.253","1658",
"1718468391.254","2087",
"1718468391.255","2087",
"1718468391.257","2661",
"1718468391.258","3025",
"1718468391.259","3025",
"1718468391.26","3297",
"1718468391.261","3297",
"1718468391.262","3306",
"1718468391.263","3306",
"1718468391.264","3082",
"1718468391.265","3082",
"1718468391.266","2752",
"1718468391.267","2752",
"1718468391.268","2185",
"1718468391.269","2185",
"1718468391.27","1724",
"1718468391.271","1184",
"1718468391.273","805",
"1718468391.274","805",
"1718468391.276","677",
"1718468391.277","653",
"1718468391.278","827",
"1718468391.279","827",
"1718468391.28","1296",
"1718468391.281","1296",
"1718468391.282","1851",
"1718468391.283","1851",
"1718468391.284","2331",
"1718468391.285","2331",
"1718468391.286","2762",
"1718468391.287","2762",
"1718468391.288","3155",
"1718468391.289","3155",
"1718468391.29","3368",
"1718468391.291","3368",
"1718468391.292","3269",
"1718468391.293","3269",
"1718468391.294","2942",
"1718468391.295","2942",
"1718468391.296","2512",
"1718468391.297","2064",
"1718468391.298","2064",
"1718468391.299","1524",
"1718468391.3","1524",
"1718468391.301","1038",
"1718468391.302","1038",
"1718468391.303","692",
"1718468391.304","692",
"1718468391.305","599",
"1718468391.306","599",
"1718468391.307","743",
"1718468391.308","1031",
"1718468391.309","1031",
"1718468391.31","2371",
"1718468391.311","2371",
"1718468391.312","2879",
"1718468391.313","2879",
"1718468391.314","3199",
"1718468391.315","3199",
"1718468391.316","3305",
"1718468391.317","3305",
"1718468391.318","3216",
"1718468391.319","3216",
"1718468391.32","2970",
"1718468391.321","2970",
"1718468391.322","2473",
"1718468391.323","2473",
"1718468391.324","1963",
"1718468391.325","1963",
"1718468391.326","1508",
"1718468391.327","960",
"1718468391.328","960",
"1718468391.329","688",
"1718468391.33","688",
"1718468391.331","642",
"1718468391.332","642",
"1718468391.333","763",
"1718468391.334","1058",
"1718468391.335","1058",
"1718468391.336","1507",
"1718468391.337","1507",
"1718468391.338","2007",
"1718468391.339","2007",
"1718468391.34","2534",
"1718468391.341","2534",
"1718468391.342","2946",
"1718468391.343","2946",
"1718468391.344","3246",
"1718468391.345","3246",
"1718468391.346","3278",
"1718468391.347","3278",
"1718468391.348","3111",
"1718468391.349","3111",
"1718468391.35","2737",
"1718468391.351","2737",
"1718468391.353","2306",
"1718468391.354","1792",
"1718468391.355","1298",
"1718468391.356","1298",
"1718468391.358","870",
"1718468391.359","607",
"1718468391.36","607",
"1718468391.361","654",
"1718468391.362","882",
"1718468391.363","882",
"1718468391.364","1182",
"1718468391.365","1182",
"1718468391.366","1714",
"1718468391.368","2287",
"1718468391.369","2287",
"1718468391.37","2692",
"1718468391.371","2692",
"1718468391.372","3159",
"1718468391.373","3159",
"1718468391.374","3279",
"1718468391.375","3279",
"1718468391.376","3312",
"1718468391.377","3312",
"1718468391.378","2988",
"1718468391.379","2988",
"1718468391.38","2643",
"1718468391.381","2643",
"1718468391.382","2104",
"1718468391.384","1578",
"1718468391.385","1104",
"1718468391.386","1104",
"1718468391.387","647",
"1718468391.388","647",
"1718468391.389","711",
"1718468391.391","905",
"1718468391.392","1397",
"1718468391.393","1397",
"1718468391.394","1955",
"1718468391.395","1955",
"1718468391.396","2448",
"1718468391.397","2448",
"1718468391.398","2855",
"1718468391.399","2855",
"1718468391.4","3187",
"1718468391.401","3187",
"1718468391.402","3335",
"1718468391.403","3335",
"1718468391.404","3233",
"1718468391.405","3233",
"1718468391.406","2920",
"1718468391.407","2920",
"1718468391.409","2432",
"1718468391.41","1872",
"1718468391.411","1872",
"1718468391.412","1360",
"1718468391.413","917",
"1718468391.414","917",
"1718468391.415","688",
"1718468391.416","688",
"1718468391.417","653",
"1718468391.418","653",
"1718468391.419","758",
"1718468391.42","1063",
"1718468391.421","1063",
"1718468391.422","1615",
"1718468391.423","1615",
"1718468391.425","2117",
"1718468391.426","2611",
"1718468391.427","2611",
"1718468391.428","3053",
"1718468391.429","3053",
"1718468391.43","3248",
"1718468391.431","3248",
"1718468391.432","3355",
"1718468391.433","3355",
"1718468391.434","3098",
"1718468391.435","3098",
"1718468391.436","2704",
"1718468391.437","2704",
"1718468391.438","2272",
"1718468391.439","2272",
"1718468391.44","1715",
"1718468391.441","1162",
"1718468391.442","1162",
"1718468391.443","816",
"1718468391.444","816",
"1718468391.445","650",
"1718468391.446","650",
"1718468391.447","685",
"1718468391.448","891",
"1718468391.449","891",
"1718468391.451","1235",
"1718468391.452","1743",
"1718468391.453","1743",
"1718468391.454","2355",
"1718468391.455","2355",
"1718468391.456","2804",
"1718468391.457","2804",
"1718468391.458","3117",
"1718468391.459","3117",
"1718468391.46","3282",
"1718468391.461","3282",
"1718468391.462","3315",
"1718468391.463","3315",
"1718468391.464","2961",
"1718468391.465","2961",
"1718468391.466","2541",
"1718468391.467","2074",
"1718468391.468","2074",
"1718468391.469","1492",
"1718468391.47","1492",
"1718468391.471","1020",
"1718468391.473","770",
"1718468391.474","770",
"1718468391.476","656",
"1718468391.477","703",
"1718468391.478","955",
"1718468391.479","955",
"1718468391.48","1436",
"1718468391.481","1436",
"1718468391.482","1995",
"1718468391.483","1995",
"1718468391.484","2514",
"1718468391.485","2514",
"1718468391.486","2960",
"1718468391.487","2960",
"1718468391.488","3263",
"1718468391.489","3263",
"1718468391.49","3363",
"1718468391.491","3363",
"1718468391.492","3200",
"1718468391.493","2816",
"1718468391.494","2816",
"1718468391.495","2342",
"1718468391.496","2342",
"1718468391.497","1832",
"1718468391.498","1832",
"1718468391.499","1356",
"1718468391.5","1356",
"1718468391.501","881",
"1718468391.502","881",
"1718468391.503","642",
"1718468391.504","642",
"1718468391.505","667",
"1718468391.506","791",
"1718468391.508","1138",
"1718468391.509","1138",
"1718468391.51","1691",
"1718468391.511","1691",
"1718468391.512","2186",
"1718468391.513","2186",
"1718468391.514","2635",
"1718468391.515","2635",
"1718468391.516","3131",
"1718468391.517","3131",
"1718468391.518","3261",
"1718468391.519","3261",
"1718468391.52","3329",
"1718468391.521","3064",
"1718468391.522","3064",
"1718468391.523","2668",
"1718468391.524","2668",
"1718468391.525","2192",
"1718468391.526","2192",
"1718468391.527","1601",
"1718468391.528","1601",
"1718468391.547","2371",
"1718468391.548","3314",
"1718468391.55","3201",
"1718468391.551","3201",
"1718468391.552","2928",
"1718468391.553","2506",
"1718468391.554","2506",
"1718468391.555","2020",
"1718468391.556","2020",
"1718468391.557","1450",
"1718468391.559","970",
"1718468391.56","970",
"1718468391.561","720",
"1718468391.562","649",
"1718468391.563","649",
"1718468391.564","695",
"1718468391.565","695",
"1718468391.566","1105",
"1718468391.567","1105",
"1718468391.568","1473",
"1718468391.569","1473",
"1718468391.57","2071",
"1718468391.571","2071",
"1718468391.572","2549",
"1718468391.573","2549",
"1718468391.574","2992",
"1718468391.575","2992",
"1718468391.576","3259",
"1718468391.577","3306",
"1718468391.578","3306",
"1718468391.579","3173",
"1718468391.58","3173",
"1718468391.581","2749",
"1718468391.583","2342",
"1718468391.585","1746",
"1718468391.587","1254",
"1718468391.588","1254",
"1718468391.589","898",
"1718468391.59","898",
"1718468391.591","631",
"1718468391.592","610",
"1718468391.593","610",
"1718468391.594","881",
"1718468391.595","881",
"1718468391.596","1251",
"1718468391.597","1251",
"1718468391.598","1710",
"1718468391.599","1710",
"1718468391.6","2227",
"1718468391.601","2709",
"1718468391.602","2709",
"1718468391.603","3119",
"1718468391.604","3119",
"1718468391.605","3329",
"1718468391.606","3329",
"1718468391.607","3311",
"1718468391.608","3311",
"1718468391.611","3056",
"1718468391.62","1108",
"1718468391.621","622",
"1718468391.622","622",
"1718468391.623","656",
"1718468391.624","656",
"1718468391.625","1360",
"1718468391.626","1925",
"1718468391.627","1925",
"1718468391.628","2466",
"1718468391.629","2466",
"1718468391.63","2893",
"1718468391.631","2893",
"1718468391.633","3172",
"1718468391.634","3312",
"1718468391.636","3264",
"1718468391.637","2877",
"1718468391.639","2396",
"1718468391.64","2396",
"1718468391.641","1924",
"1718468391.642","1924",
"1718468391.643","1408",
"1718468391.644","1408",
"1718468391.645","958",
"1718468391.646","958",
"1718468391.647","656",
"1718468391.648","657",
"1718468391.65","743",
"1718468391.652","743",
"1718468391.653","1101",
"1718468391.654","1639",
"1718468391.655","1639",
"1718468391.656","2114",
"1718468391.657","2114",
"1718468391.659","2585",
"1718468391.66","3023",
"1718468391.661","3318",
"1718468391.663","3354",
"1718468391.664","3354",
"1718468391.665","3130",
"1718468391.666","3130",
"1718468391.667","2736",
"1718468391.668","2736",
"1718468391.669","2232",
"1718468391.67","2232",
"1718468391.671","1690",
"1718468391.673","1200",
"1718468391.674","1200",
"1718468391.675","802",
"1718468391.677","599",
"1718468391.679","627",
"1718468391.68","627",
"1718468391.681","855",
"1718468391.682","855",
"1718468391.683","1279",
"1718468391.684","1279",
"1718468391.685","1813",
"1718468391.686","2311",
"1718468391.687","2751",
"1718468391.689","2751",
"1718468391.69","3187",
"1718468391.691","3294",
"1718468391.693","3250",
"1718468391.694","3250",
"1718468391.695","2992",
"1718468391.696","2992",
"1718468391.697","2551",
"1718468391.699","2068",
"1718468391.7","2068",
"1718468391.701","1506",
"1718468391.702","1506",
"1718468391.703","1082",
"1718468391.704","1082",
"1718468391.705","699",
"1718468391.706","647",
"1718468391.708","678",
"1718468391.709","678",
"1718468391.71","1023",
"1718468391.711","1023",
"1718468391.712","1456",
"1718468391.713","1456",
"1718468391.714","1947",
"1718468391.715","1947",
"1718468391.716","2547",
"1718468391.717","2886",
"1718468391.718","2886",
"1718468391.719","3279",
"1718468391.72","3279",
"1718468391.721","3312",
"1718468391.722","3312",
"1718468391.723","3137",
"1718468391.724","3137",
"1718468391.725","2869",
"1718468391.726","2869",
"1718468391.727","2376",
"1718468391.728","2376",
"1718468391.729","1840",
"1718468391.73","1840",
"1718468391.731","1292",
"1718468391.732","1292",
"1718468391.733","865",
"1718468391.734","640",
"1718468391.735","640",
"1718468391.736","610",
"1718468391.737","610",
"1718468391.738","771",
"1718468391.739","771",
"1718468391.74","1139",
"1718468391.741","1139",
"1718468391.742","1606",
"1718468391.743","1606",
"1718468391.744","2155",
"1718468391.745","2667",
"1718468391.746","2667",
"1718468391.747","3088",
"1718468391.748","3088",
"1718468391.749","3325",
"1718468391.75","3325",
"1718468391.751","3345",
"1718468391.752","3345",
"1718468391.753","3066",
"1718468391.754","3066",
"1718468391.755","2656",
"1718468391.756","2656",
"1718468391.757","2145",
"1718468391.758","2145",
"1718468391.759","1664",
"1718468391.76","1664",
"1718468391.761","1168",
"1718468391.762","1168",
"1718468391.763","770",
"1718468391.764","651",
"1718468391.765","651",
"1718468391.766","656",
"1718468391.767","656",
"1718468391.768","922",
"1718468391.769","922",
"1718468391.77","1311",
"1718468391.771","1851",
"1718468391.772","1851",
"1718468391.773","2395",
"1718468391.774","2395",
"1718468391.775","2831",
"1718468391.776","2831",
"1718468391.777","3207",
"1718468391.778","3207",
"1718468391.779","3295",
"1718468391.78","3295",
"1718468391.781","3232",
"1718468391.782","3232",
"1718468391.783","2952",
"1718468391.784","2952",
"1718468391.785","2460",
"1718468391.786","2460",
"1718468391.787","1961",
"1718468391.788","1961",
"1718468391.789","1488",
"1718468391.79","1488",
"1718468391.791","1030",
"1718468391.792","666",
"1718468391.793","666",
"1718468391.794","607",
"1718468391.795","607",
"1718468391.796","695",
"1718468391.797","695",
"1718468391.798","1031",
"1718468391.799","1031",
"1718468391.8","1506",
"1718468391.801","2015",
"1718468391.802","2015",
"1718468391.803","2543",
"1718468391.804","2543",
"1718468391.805","2947",
"1718468391.806","2947",
"1718468391.807","3217",
"1718468391.808","3217",
"1718468391.809","3276",
"1718468391.81","3276",
"1718468391.811","3131",
"1718468391.812","3131",
"1718468391.813","2784",
"1718468391.814","2784",
"1718468391.815","2336",
"1718468391.816","2336",
"1718468391.817","1798",
"1718468391.818","1798",
"1718468391.819","1240",
"1718468391.82","858",
"1718468391.821","858",
"1718468391.822","704",
"1718468391.823","704",
"1718468391.824","599",
"1718468391.825","599",
"1718468391.826","869",
"1718468391.827","869",
"1718468391.828","1201",
"1718468391.829","1723",
"1718468391.83","1723",
"1718468391.831","2283",
"1718468391.832","2283",
"1718468391.833","2711",
"1718468391.834","2711",
"1718468391.835","3143",
"1718468391.836","3143",
"1718468391.837","3264",
"1718468391.838","3264",
"1718468391.839","3325",
"1718468391.84","3325",
"1718468391.841","3005",
"1718468391.842","3005",
"1718468391.843","2624",
"1718468391.844","2624",
"1718468391.845","2132",
"1718468391.846","2132",
"1718468391.847","1546",
"1718468391.848","1546",
"1718468391.849","1139",
"1718468391.85","800",
"1718468391.851","800",
"1718468391.852","592",
"1718468391.853","592",
"1718468391.854","657",
"1718468391.855","657",
"1718468391.856","938",
"1718468391.857","1397",
"1718468391.858","1397",
"1718468391.859","1943",
"1718468391.86","1943",
"1718468391.861","2915",
"1718468391.862","2915",
"1718468391.863","3238",
"1718468391.864","3238",
"1718468391.865","3313",
"1718468391.866","3313",
"1718468391.867","3189",
"1718468391.868","3189",
"1718468391.869","2843",
"1718468391.87","2843",
"1718468391.871","2432",
"1718468391.873","1926",
"1718468391.874","1926",
"1718468391.875","1424",
"1718468391.876","948",
"1718468391.877","948",
"1718468391.878","681",
"1718468391.879","681",
"1718468391.88","579",
"1718468391.881","579",
"1718468391.882","767",
"1718468391.883","1155",
"1718468391.884","1155",
"1718468391.885","1616",
"1718468391.886","1616",
"1718468391.887","2105",
"1718468391.888","2105",
"1718468391.889","2601",
"1718468391.89","2601",
"1718468391.891","3071",
"1718468391.892","3071",
